,Time,bus_count,car_count,taxi_count,motorcycle_count,tricycle_count
668,7005.00,2,3,0,0,0
669,7010.00,2,2,0,0,0
670,7015.00,2,3,0,0,0
671,7020.00,2,3,0,0,0
672,7025.00,2,2,0,0,0
673,7030.00,2,2,0,0,0
674,7035.00,2,2,0,0,0
675,7040.00,2,2,0,0,0
676,7045.00,2,2,0,0,0
677,705.00,0,1,0,3,0
678,7050.00,2,2,0,0,0
679,7055.00,2,2,0,0,0
680,7060.00,2,2,0,0,0
681,7065.00,2,2,0,0,0
682,7070.00,2,3,0,0,0
683,7075.00,2,3,0,0,0
684,7080.00,3,3,0,0,0
685,7085.00,3,3,0,0,0
686,7090.00,3,3,0,0,0
687,7095.00,3,3,0,0,0
688,710.00,0,1,0,3,0
689,7100.00,3,3,0,0,0
690,7105.00,3,3,0,0,0
691,7110.00,3,3,0,0,0
692,7115.00,3,3,0,0,0
693,7120.00,3,3,1,0,0
694,7125.00,3,3,1,0,0
695,7130.00,4,3,1,0,0
696,7135.00,4,3,1,0,0
697,7140.00,4,3,1,0,0
698,7145.00,4,3,1,0,0
699,715.00,0,1,0,3,0
700,7150.00,4,3,1,0,0
701,7155.00,5,3,1,0,0
702,7160.00,5,3,1,0,0
703,7165.00,5,3,1,0,0
704,7170.00,5,3,1,0,0
705,7175.00,5,4,1,0,0
706,7180.00,5,4,1,0,0
707,7185.00,5,4,1,0,0
708,7190.00,5,4,1,0,0
709,7195.00,5,4,1,0,0
710,720.00,0,1,0,3,0
711,7200.00,5,4,1,0,0
712,7205.00,5,4,1,0,0
713,7210.00,5,4,1,0,0
714,7215.00,5,4,1,0,0
715,7220.00,5,4,1,0,0
716,7225.00,5,4,1,0,0
717,7230.00,5,4,1,0,0
718,7235.00,5,4,1,0,0
719,7240.00,5,4,1,0,0
720,7245.00,5,4,1,0,0
721,725.00,0,1,0,3,0
722,7250.00,5,4,1,0,0
723,7255.00,5,4,1,0,0
724,7260.00,5,4,1,0,0
725,7265.00,5,4,1,0,0
726,7270.00,5,4,1,0,0
727,7275.00,5,4,1,0,0
728,7280.00,5,3,1,0,0
729,7285.00,5,3,1,0,0
730,7290.00,5,3,1,0,0
731,7295.00,6,3,1,0,0
732,730.00,0,1,0,3,0
733,7300.00,6,3,1,0,0
734,7305.00,6,3,1,0,0
735,7310.00,6,3,1,0,0
736,7315.00,6,3,1,0,0
737,7320.00,6,2,1,0,0
738,7325.00,6,2,1,0,0
739,7330.00,6,2,1,0,0
740,7335.00,6,3,1,0,0
741,7340.00,6,3,1,0,0
742,7345.00,6,3,1,0,0
743,735.00,0,1,0,3,0
744,7350.00,5,3,1,0,0
745,7355.00,6,3,1,0,0
746,7360.00,5,3,1,0,0
747,7365.00,4,3,1,0,0
748,7370.00,4,3,1,0,0
749,7375.00,4,3,1,0,0
750,7380.00,4,3,1,0,0
751,7385.00,4,3,1,0,0
752,7390.00,4,3,1,0,0
753,7395.00,4,3,1,0,0
754,740.00,0,1,0,3,0
755,7400.00,4,3,1,0,0
756,7405.00,4,3,1,0,0
757,7410.00,4,3,1,0,0
758,7415.00,4,3,1,0,0
759,7420.00,4,3,1,0,0
760,7425.00,4,3,1,0,0
761,7430.00,4,3,1,0,0
762,7435.00,4,3,1,0,0
763,7440.00,4,3,1,0,0
764,7445.00,4,3,1,0,0
765,745.00,0,1,0,3,0
766,7450.00,4,4,1,0,0
767,7455.00,3,4,1,0,0
768,7460.00,3,4,1,0,0
769,7465.00,3,4,1,0,0
770,7470.00,3,4,1,0,0
771,7475.00,4,4,1,0,0
772,7480.00,4,4,1,0,0
773,7485.00,4,4,1,0,0
774,7490.00,4,4,1,0,0
775,7495.00,3,4,1,0,0
776,75.00,10,0,0,4,0
777,750.00,0,1,0,3,0
778,7500.00,3,4,1,0,0
779,7505.00,3,3,1,0,0
780,7510.00,3,3,1,0,0
781,7515.00,3,3,1,0,0
782,7520.00,3,3,1,0,0
783,7525.00,2,3,1,0,0
784,7530.00,2,3,1,0,0
785,7535.00,2,3,1,0,0
786,7540.00,2,3,1,0,0
787,7545.00,2,3,1,0,0
788,755.00,0,1,0,3,0
789,7550.00,2,3,1,0,0
790,7555.00,2,3,1,0,0
791,7560.00,3,3,1,0,0
792,7565.00,3,4,0,0,0
793,7570.00,4,4,0,0,0
794,7575.00,4,3,1,0,0
795,7580.00,4,2,1,0,0
796,7585.00,4,2,1,0,0
797,7590.00,4,2,0,0,0
798,7595.00,4,2,0,0,0
799,760.00,0,1,0,3,0
800,7600.00,4,2,0,0,0
801,7605.00,4,2,0,0,0
802,7610.00,4,2,0,0,0
803,7615.00,4,2,0,0,0
804,7620.00,5,2,0,0,0
805,7625.00,5,2,0,0,0
806,7630.00,5,2,0,0,0
807,7635.00,5,2,0,0,0
808,7640.00,5,2,0,0,0
809,7645.00,5,2,0,0,0
810,765.00,0,1,0,3,0
811,7650.00,5,2,0,0,0
812,7655.00,5,2,0,0,0
813,7660.00,5,2,0,0,0
814,7665.00,5,2,0,0,0
815,7670.00,5,2,0,0,0
816,7675.00,5,2,0,0,0
817,7680.00,5,2,0,0,0
818,7685.00,5,2,0,0,0
819,7690.00,5,1,0,0,0
820,7695.00,5,1,0,0,0
821,770.00,0,1,0,2,0
822,7700.00,5,1,0,0,0
823,7705.00,5,1,0,0,0
824,7710.00,5,1,0,0,0
825,7715.00,5,1,0,0,0
826,7720.00,5,1,0,0,0
827,7725.00,4,1,0,0,0
828,7730.00,5,1,0,0,0
829,7735.00,5,1,0,0,0
830,7740.00,5,1,0,0,0
831,7745.00,5,1,0,0,0
832,775.00,0,1,0,2,0
833,7750.00,5,1,0,0,0
834,7755.00,4,1,0,0,0
835,7760.00,4,1,0,0,0
836,7765.00,4,1,0,0,0
837,7770.00,4,1,0,0,0
838,7775.00,4,1,0,0,0
839,7780.00,4,1,0,0,0
840,7785.00,4,1,0,0,0
841,7790.00,4,1,0,0,0
842,7795.00,4,1,0,0,0
843,780.00,0,1,0,2,0
844,7800.00,4,1,0,0,0
845,7805.00,4,1,0,0,0
846,7810.00,4,1,0,0,0
847,7815.00,4,1,0,0,0
848,7820.00,4,1,0,0,0
849,7825.00,4,1,0,0,0
850,7830.00,4,1,0,0,0
851,7835.00,4,1,0,0,0
852,7840.00,4,1,0,0,0
853,7845.00,4,1,0,0,0
854,785.00,0,1,0,2,0
855,7850.00,3,2,0,0,0
856,7855.00,3,2,0,0,0
857,7860.00,3,2,0,0,0
858,7865.00,3,2,0,0,0
859,7870.00,3,2,0,0,0
860,7875.00,3,2,0,0,0
861,7880.00,3,2,0,0,0
862,7885.00,3,2,0,0,0
863,7890.00,3,1,0,0,0
864,7895.00,3,2,0,0,0
865,790.00,0,1,0,2,0
866,7900.00,3,3,0,0,0
867,7905.00,3,3,0,0,0
868,7910.00,3,3,0,0,0
869,7915.00,3,3,0,0,0
870,7920.00,3,3,0,0,0
871,7925.00,3,3,0,0,0
872,7930.00,3,3,0,0,0
873,7935.00,3,3,0,0,0
874,7940.00,2,3,0,0,0
875,7945.00,1,3,0,0,0
876,795.00,0,1,0,2,0
877,7950.00,1,2,0,0,0
878,7955.00,1,2,0,0,0
879,7960.00,1,2,0,0,0
880,7965.00,1,2,0,0,0
881,7970.00,1,2,0,0,0
882,7975.00,1,2,0,0,0
883,7980.00,1,3,0,0,0
884,7985.00,1,3,0,0,0
885,7990.00,1,3,0,0,0
886,7995.00,1,3,0,0,0
887,80.00,10,0,0,5,0
888,800.00,0,1,0,2,0
889,8000.00,1,3,0,0,0
890,8005.00,1,3,1,0,0
891,8010.00,0,3,1,0,0
892,8015.00,1,3,1,0,0
893,8020.00,1,3,1,0,0
894,8025.00,1,3,1,0,0
895,8030.00,1,3,1,0,0
896,8035.00,1,3,1,0,0
897,8040.00,1,3,2,0,0
898,8045.00,1,3,2,0,0
899,805.00,0,1,0,2,0
900,8050.00,1,3,2,0,0
901,8055.00,1,3,2,0,0
902,8060.00,1,3,2,0,0
903,8065.00,1,3,2,0,0
904,8070.00,1,3,2,0,0
905,8075.00,1,3,2,0,0
906,8080.00,1,3,2,0,0
907,8085.00,1,3,2,0,0
908,8090.00,1,4,2,0,0
909,8095.00,1,4,2,0,0
910,810.00,0,1,0,2,0
911,8100.00,1,4,2,0,0
912,8105.00,1,4,2,0,0
913,8110.00,1,4,2,0,0
914,8115.00,1,4,2,0,0
915,8120.00,1,4,2,0,0
916,8125.00,1,4,2,0,0
917,8130.00,1,4,2,0,0
918,8135.00,1,4,2,0,0
919,8140.00,1,4,2,0,0
920,8145.00,1,4,2,0,0
921,815.00,0,1,0,2,0
922,8150.00,0,4,2,0,0
923,8155.00,0,4,2,0,0
924,8160.00,0,4,2,0,0
925,8165.00,0,4,2,0,0
926,8170.00,0,4,2,0,0
927,8175.00,0,4,2,0,0
928,8180.00,0,4,2,0,0
929,8185.00,0,4,2,0,0
930,8190.00,0,4,2,0,0
931,8195.00,0,4,2,0,0
932,820.00,0,1,0,2,0
933,8200.00,0,4,2,0,0
934,8205.00,0,4,2,0,0
935,8210.00,0,4,2,0,0
936,8215.00,0,4,2,0,0
937,8220.00,0,4,2,0,0
938,8225.00,0,4,2,0,0
939,8230.00,0,4,2,0,0
940,8235.00,0,4,2,0,0
941,8240.00,0,4,2,0,0
942,8245.00,0,4,2,0,0
943,825.00,0,1,0,2,0
944,8250.00,0,4,2,0,0
945,8255.00,0,4,2,0,0
946,8260.00,0,4,2,0,0
947,8265.00,0,4,2,0,0
948,8270.00,0,3,2,0,0
949,8275.00,0,4,2,0,0
950,8280.00,0,4,2,0,0
951,8285.00,0,4,2,0,0
952,8290.00,0,3,2,0,0
953,8295.00,0,3,2,0,0
954,830.00,0,1,0,2,0
955,8300.00,0,3,2,0,0
956,8305.00,0,3,2,0,0
957,8310.00,0,3,2,0,0
958,8315.00,0,3,2,0,0
959,8320.00,0,3,2,0,0
960,8325.00,0,3,2,0,0
961,8330.00,0,3,2,0,0
962,8335.00,0,3,2,0,0
963,8340.00,0,4,2,0,0
964,8345.00,0,4,2,0,0
965,835.00,0,1,0,2,0
966,8350.00,0,4,2,0,0
967,8355.00,0,4,2,0,0
968,8360.00,0,4,2,0,0
969,8365.00,0,4,2,0,0
970,8370.00,0,4,2,0,0
971,8375.00,0,5,3,0,0
972,8380.00,0,5,3,0,0
973,8385.00,0,5,3,0,0
974,8390.00,0,5,3,0,0
975,8395.00,0,4,3,0,0
976,840.00,0,1,0,2,0
977,8400.00,0,4,3,0,0
978,8405.00,0,4,3,0,0
979,8410.00,0,4,3,0,0
980,8415.00,0,4,2,0,0
981,8420.00,0,4,2,0,0
982,8425.00,0,4,2,0,0
983,8430.00,0,4,2,0,0
984,8435.00,0,4,1,0,0
985,8440.00,0,4,1,0,0
986,8445.00,0,4,1,0,0
987,845.00,0,1,0,2,0
988,8450.00,0,4,1,0,0
989,8455.00,0,4,1,0,0
990,8460.00,0,4,1,0,0
991,8465.00,0,4,1,0,0
992,8470.00,0,4,1,0,0
993,8475.00,0,4,1,0,0
994,8480.00,0,4,1,0,0
995,8485.00,0,4,1,0,0
996,8490.00,0,4,1,0,0
997,8495.00,0,4,1,0,0
998,85.00,10,0,0,5,0
999,850.00,0,1,0,2,0
1000,8500.00,0,4,1,0,0
1001,8505.00,0,4,1,0,0
1002,8510.00,0,4,1,0,0
1003,8515.00,0,3,1,0,0
1004,8520.00,0,3,1,0,0
1005,8525.00,0,3,1,0,0
1006,8530.00,0,3,1,0,0
1007,8535.00,0,3,1,0,0
1008,8540.00,0,3,1,0,0
1009,8545.00,0,3,1,0,0
1010,855.00,0,1,0,2,0
1011,8550.00,0,3,1,0,0
1012,8555.00,0,3,1,0,0
1013,8560.00,0,3,1,0,0
1014,8565.00,0,3,1,0,0
1015,8570.00,0,3,1,0,0
1016,8575.00,0,3,1,0,0
1017,8580.00,0,3,1,0,0
1018,8585.00,0,3,2,0,0
1019,8590.00,0,3,2,0,0
1020,8595.00,0,4,2,0,0
1021,860.00,0,1,0,2,0
1022,8600.00,0,4,2,0,0
1023,8605.00,0,4,2,0,0
1024,8610.00,0,4,2,0,0
1025,8615.00,0,3,2,0,0
1026,8620.00,0,3,2,0,0
1027,8625.00,0,3,2,0,0
1028,8630.00,0,3,2,0,0
1029,8635.00,0,3,2,0,0
1030,8640.00,0,3,2,0,0
1031,8645.00,0,3,2,0,0
1032,865.00,0,1,0,2,0
1033,8650.00,0,3,2,0,0
1034,8655.00,0,3,2,0,0
1035,8660.00,0,3,2,0,0
1036,8665.00,0,3,2,0,0
1037,8670.00,0,3,2,0,0
1038,8675.00,0,3,2,0,0
1039,8680.00,0,3,2,0,0
1040,8685.00,0,3,2,0,0
1041,8690.00,0,3,2,0,0
1042,8695.00,0,3,2,0,0
1043,870.00,0,1,0,1,0
1044,8700.00,0,3,2,0,0
1045,8705.00,0,3,3,0,0
1046,8710.00,0,3,3,0,0
1047,8715.00,0,3,3,0,0
1048,8720.00,0,3,3,0,0
1049,8725.00,0,3,3,0,0
1050,8730.00,0,3,3,0,0
1051,8735.00,0,3,3,0,0
1052,8740.00,0,3,3,0,0
1053,8745.00,0,3,3,0,0
1054,875.00,0,1,0,1,0
1055,8750.00,0,3,3,0,0
1056,8755.00,0,3,3,0,0
1057,8760.00,0,3,3,0,0
1058,8765.00,0,3,4,0,0
1059,8770.00,0,3,3,0,0
1060,8775.00,0,2,3,0,0
1061,8780.00,0,2,3,0,0
1062,8785.00,0,2,3,0,0
1063,8790.00,0,2,3,0,0
1064,8795.00,0,2,3,0,0
1065,880.00,0,1,0,1,0
1066,8800.00,0,2,3,0,0
1067,8805.00,0,2,3,0,0
1068,8810.00,0,2,3,0,0
1069,8815.00,0,2,3,0,0
1070,8820.00,0,2,3,0,0
1071,8825.00,0,2,3,0,0
1072,8830.00,0,2,3,0,0
1073,8835.00,0,2,3,0,0
1074,8840.00,0,2,3,0,0
1075,8845.00,0,2,3,0,0
1076,885.00,0,1,0,1,0
1077,8850.00,0,1,3,0,0
1078,8855.00,0,2,3,0,0
1079,8860.00,0,2,3,0,0
1080,8865.00,0,2,3,0,0
1081,8870.00,0,2,3,0,0
1082,8875.00,0,2,3,0,0
1083,8880.00,0,2,3,0,0
1084,8885.00,0,2,3,0,0
1085,8890.00,0,2,3,0,0
1086,8895.00,0,1,3,0,0
1087,890.00,0,1,0,1,0
1088,8900.00,0,1,3,0,0
1089,8905.00,0,1,3,0,0
1090,8910.00,0,1,3,0,0
1091,8915.00,0,1,3,0,0
1092,8920.00,0,1,3,0,0
1093,8925.00,0,1,3,0,0
1094,8930.00,0,1,3,0,0
1095,8935.00,0,1,3,0,0
1096,8940.00,0,1,3,0,0
1097,8945.00,0,1,3,0,0
1098,895.00,0,1,0,1,0
1099,8950.00,0,1,3,0,0
1100,8955.00,0,1,3,0,0
1101,8960.00,0,1,3,0,0
1102,8965.00,0,1,3,0,0
1103,8970.00,0,1,3,0,0
1104,8975.00,0,1,3,0,0
1105,8980.00,0,2,3,0,0
1106,8985.00,0,2,3,0,0
1107,8990.00,0,2,3,0,0
1108,8995.00,0,2,3,0,0
1109,90.00,10,0,0,5,0
1110,900.00,0,1,0,1,0
1111,9000.00,0,2,3,0,0
1112,9005.00,0,2,3,0,0
1113,9010.00,0,2,3,0,0
1114,9015.00,0,2,2,0,0
1115,9020.00,0,2,3,0,0
1116,9025.00,0,2,3,0,0
1117,9030.00,0,2,3,0,0
1118,9035.00,0,1,3,0,0
1119,9040.00,0,1,3,0,0
1120,9045.00,0,1,2,0,0
1121,905.00,0,1,0,1,0
1122,9050.00,0,1,2,0,0
1123,9055.00,0,1,2,0,0
1124,9060.00,0,1,2,0,0
1125,9065.00,0,1,2,0,0
1126,9070.00,0,1,2,0,0
1127,9075.00,0,2,2,0,0
1128,9080.00,0,3,2,0,0
1129,9085.00,0,3,2,0,0
1130,9090.00,0,3,2,0,0
1131,9095.00,0,3,2,0,0
1132,910.00,0,1,0,1,0
1133,9100.00,0,3,2,0,0
1134,9105.00,0,3,2,0,0
1135,9110.00,0,3,2,0,0
1136,9115.00,0,3,2,0,0
1137,9120.00,0,3,2,0,0
1138,9125.00,0,3,2,0,0
1139,9130.00,0,3,1,0,0
1140,9135.00,0,4,2,0,0
1141,9140.00,0,4,2,0,0
1142,9145.00,0,4,2,0,0
1143,915.00,0,1,0,0,0
1144,9150.00,0,4,2,0,0
1145,9155.00,0,5,3,0,0
1146,9160.00,0,5,3,0,0
1147,9165.00,0,5,3,0,0
1148,9170.00,0,5,3,0,0
1149,9175.00,0,5,3,0,0
1150,9180.00,0,5,3,0,0
1151,9185.00,0,5,2,0,0
1152,9190.00,0,5,2,0,0
1153,9195.00,0,5,2,0,0
1154,920.00,0,1,0,0,0
1155,9200.00,0,5,2,0,0
1156,9205.00,0,5,1,0,0
1157,9210.00,0,7,2,0,0
1158,9215.00,0,7,2,0,0
1159,9220.00,0,7,2,0,0
1160,9225.00,0,7,2,0,0
1161,9230.00,0,7,2,0,0
1162,9235.00,0,8,2,0,0
1163,9240.00,0,8,2,0,0
1164,9245.00,0,7,2,0,0
1165,925.00,0,1,0,0,0
1166,9250.00,0,7,2,0,0
1167,9255.00,0,8,2,0,0
1168,9260.00,0,8,1,0,0
1169,9265.00,0,8,1,0,0
1170,9270.00,0,8,1,0,0
1171,9275.00,0,8,1,0,0
1172,9280.00,0,8,1,0,0
1173,9285.00,0,8,1,0,0
1174,9290.00,0,8,1,0,0
1175,9295.00,0,8,1,0,0
1176,930.00,0,1,0,0,0
1177,9300.00,0,8,1,0,0
1178,9305.00,0,8,1,0,0
1179,9310.00,0,8,1,0,0
1180,9315.00,0,8,1,0,0
1181,9320.00,0,8,1,0,0
1182,9325.00,0,8,1,0,0
1183,9330.00,0,8,1,0,0
1184,9335.00,0,8,1,0,0
1185,9340.00,0,8,1,0,0
1186,9345.00,0,9,1,0,0
1187,935.00,0,1,0,0,0
1188,9350.00,0,9,1,0,0
1189,9355.00,0,10,1,0,0
1190,9360.00,0,10,1,0,0
1191,9365.00,0,11,1,0,0
1192,9370.00,0,12,1,0,0
1193,9375.00,0,12,1,0,0
1194,9380.00,0,12,1,0,0
1195,9385.00,0,12,1,0,0
1196,9390.00,0,12,1,0,0
1197,9395.00,0,12,1,0,0
1198,940.00,0,1,0,0,0
1199,9400.00,0,12,1,0,0
1200,9405.00,0,12,1,0,0
1201,9410.00,0,12,1,0,0
1202,9415.00,0,12,1,0,0
1203,9420.00,0,12,1,0,0
1204,9425.00,0,12,1,0,0
1205,9430.00,0,12,1,0,0
1206,9435.00,0,12,1,0,0
1207,9440.00,0,12,1,0,0
1208,9445.00,0,12,1,0,0
1209,945.00,0,1,0,0,0
1210,9450.00,0,12,1,0,0
1211,9455.00,0,12,1,0,0
1212,9460.00,0,12,1,0,0
1213,9465.00,0,11,1,0,0
1214,9470.00,0,12,1,0,0
1215,9475.00,0,12,1,0,0
1216,9480.00,0,12,1,0,0
1217,9485.00,0,12,1,0,0
1218,9490.00,0,12,1,0,0
1219,9495.00,0,12,1,0,0
1220,95.00,10,0,0,5,0
1221,950.00,0,1,0,0,0
1222,9500.00,0,12,1,0,0
1223,9505.00,0,12,1,0,0
1224,9510.00,0,13,1,0,0
1225,9515.00,0,13,1,0,0
1226,9520.00,0,14,1,0,0
1227,9525.00,0,14,1,0,0
1228,9530.00,0,14,1,0,0
1229,9535.00,0,14,1,0,0
1230,9540.00,0,13,1,0,0
1231,9545.00,0,12,1,0,0
1232,955.00,0,1,0,0,0
1233,9550.00,0,12,1,0,0
1234,9555.00,0,12,1,0,0
1235,9560.00,0,12,1,0,0
1236,9565.00,0,11,1,0,0
1237,9570.00,0,11,1,0,0
1238,9575.00,0,11,1,0,0
1239,9580.00,0,11,1,0,0
1240,9585.00,0,11,0,0,0
1241,9590.00,0,11,0,0,0
1242,9595.00,0,11,0,0,0
1243,960.00,0,1,0,0,0
1244,9600.00,0,10,0,0,0
1245,9605.00,0,10,0,0,0
1246,9610.00,0,11,0,0,0
1247,9615.00,0,11,0,0,0
1248,9620.00,0,11,0,0,0
1249,9625.00,0,11,0,0,0
1250,9630.00,0,11,0,0,0
1251,9635.00,0,11,0,0,0
1252,9640.00,0,10,0,0,0
1253,9645.00,0,10,0,0,0
1254,965.00,0,1,0,0,0
1255,9650.00,0,10,0,0,0
1256,9655.00,0,10,0,0,0
1257,9660.00,0,10,0,0,0
1258,9665.00,0,10,0,0,0
1259,9670.00,0,10,0,0,0
1260,9675.00,0,10,0,0,0
1261,9680.00,0,10,0,0,0
1262,9685.00,0,10,0,0,0
1263,9690.00,0,9,0,0,0
1264,9695.00,0,9,0,0,0
1265,970.00,0,1,0,0,0
1266,9700.00,0,9,0,0,0
1267,9705.00,0,9,0,0,0
1268,9710.00,0,8,0,0,0
1269,9715.00,0,7,0,0,0
1270,9720.00,0,7,0,0,0
1271,9725.00,0,7,0,0,0
1272,9730.00,0,7,0,0,0
1273,9735.00,0,7,0,0,0
1274,9740.00,0,7,0,0,0
1275,9745.00,0,8,0,0,0
1276,975.00,0,1,0,0,0
1277,9750.00,0,8,0,0,0
1278,9755.00,0,8,0,0,0
1279,9760.00,0,8,0,0,0
1280,9765.00,0,8,0,0,0
1281,9770.00,0,8,0,0,0
1282,9775.00,0,8,0,0,0
1283,9780.00,0,8,0,0,0
1284,9785.00,0,8,0,0,0
1285,9790.00,0,8,0,0,0
1286,9795.00,0,8,0,0,0
1287,980.00,0,1,0,0,0
1288,9800.00,0,8,0,0,0
1289,9805.00,0,8,0,0,0
1290,9810.00,0,7,0,0,0
1291,9815.00,0,7,0,0,0
1292,9820.00,0,6,0,0,0
1293,9825.00,0,6,0,0,0
1294,9830.00,0,6,0,0,0
1295,9835.00,0,6,0,0,0
1296,9840.00,0,6,0,0,0
1297,9845.00,0,6,0,0,0
1298,985.00,0,1,0,0,0
1299,9850.00,0,6,0,0,0
1300,9855.00,0,6,0,0,0
1301,9860.00,0,6,0,0,0
1302,9865.00,0,6,0,0,0
1303,9870.00,0,6,0,0,0
1304,9875.00,0,6,0,0,0
1305,9880.00,0,6,0,0,0
1306,9885.00,0,6,0,0,0
1307,9890.00,0,6,0,0,0
1308,9895.00,0,6,0,0,0
1309,990.00,0,1,0,0,0
1310,9900.00,0,6,0,0,0
1311,9905.00,0,7,0,0,0
1312,9910.00,0,7,0,0,0
1313,9915.00,0,7,0,0,0
1314,9920.00,0,7,1,0,0
1315,9925.00,0,7,1,0,0
1316,9930.00,0,7,2,0,0
1317,9935.00,0,7,2,0,0
1318,9940.00,0,7,2,0,0
1319,9945.00,0,7,2,0,0
1320,995.00,0,1,0,0,0
1321,9950.00,0,7,2,0,0
1322,9955.00,0,7,2,0,0
1323,9960.00,0,7,2,0,0
1324,9965.00,0,6,2,0,0
1325,9970.00,0,5,2,0,0
1326,9975.00,0,5,3,0,0
1327,9980.00,0,5,3,0,0
1328,9985.00,0,5,3,0,0
1329,9990.00,0,5,3,0,0
1330,9995.00,0,5,3,0,0
